ItemName,UnitName,TransactionDate,UnitPrice
"GI Nail 1.25""",Kg,4/20/2017,65
Polythene,Roll,4/20/2017,1320
"Masking Tape 2""",Nos,4/26/2017,38
Polythene,Roll,3/10/2018,1320
"Masking Tape 2""",Nos,3/10/2018,38
"Dimond Disk 4""",Nos,3/10/2018,180
Grease,Kg,7/16/2017,450
Polythene,Roll,8/2/2017,1320
"Masking Tape 2""",Nos,8/2/2017,38
Paint Brush,Nos,8/2/2017,75
Floor Tiles,Sft,6/20/2017,200
Wall Tiles,Sft,4/3/2018,185
Floor Tiles,Sft,4/8/2017,185
Wall Tiles,Sft,11/25/2017,650
Wall Tiles,Sft,11/25/2017,650
Wall Tiles,Sft,11/25/2017,690
Floor Tiles,Sft,11/25/2017,870
Floor Tiles,Sft,11/25/2017,870
Wall Tiles,Sft,11/27/2017,205
Floor Tiles,Sft,5/31/2017,125
Wall Tiles,Sft,10/7/2017,200
Floor Tiles,Sft,10/12/2017,205
Wall Tiles,Sft,10/12/2017,205
Floor Tiles,Sft,8/12/2017,870
Floor Tiles,Sft,8/12/2017,870
Wall Tiles,Sft,5/4/2017,60
Wall Tiles,Sft,3/5/2017,200
Floor Tiles,Sft,5/17/2018,205
Wall Tiles,Sft,5/17/2018,180
Wall Tiles,Sft,5/17/2018,140
Floor Tiles,Sft,9/10/2018,74
Wall Tiles,Sft,9/10/2018,66
Wall Tiles,Sft,7/16/2018,180
Wall Tiles,Sft,7/17/2018,140
Wall Tiles,Sft,7/17/2018,450
Wall Tiles,Sft,7/17/2018,450
Floor Tiles,Sft,4/21/2018,220
Floor Tiles,Sft,4/29/2018,200
Wall Tiles,Sft,4/29/2018,200
Floor Tiles,Sft,4/29/2018,200
Wall Tiles,Sft,4/29/2018,450
Floor Tiles,Sft,4/29/2018,220
Floor Tiles,Sft,4/29/2018,220
Floor Tiles,Sft,5/2/2018,250
Floor Tiles,Sft,9/26/2018,380
Wall Tiles,Sft,9/26/2018,140
Wall Tiles,Sft,2/13/2018,200
Floor Tiles,Sft,2/13/2018,280
Floor Tiles,Sft,2/13/2018,280
Wall Tiles,Sft,1/21/2018,445
Wall Tiles,Sft,11/6/2017,950
Floor Tiles,Sft,11/7/2017,57
Paint Brush,Nos,8/2/2017,75
Polythene,Roll,8/2/2017,1320
Polythene,Roll,8/2/2017,1320
Polythene,Roll,11/13/2017,1300
"Masking Tape 2""",Nos,11/13/2017,35
"Dimond Disk 4""",Nos,11/13/2017,180
"Dimond Disk 4""",Nos,11/14/2017,180
Epoxy Nozzle,Nos,11/14/2017,50
"Masking Tape 2""",Nos,8/7/2017,35
Polythene,Roll,8/7/2017,1300
"Masking Tape 2""",Nos,3/29/2018,38
"Dimond Disk 4""",Nos,3/29/2018,180
"Masking Tape 2""",Nos,4/11/2017,38
Grease,Kg,7/18/2018,450
"Dimond Disk 4""",Nos,7/18/2018,180
Polythene,Roll,7/18/2018,1450
"Dimond Disk 4""",Nos,7/18/2018,180
Polythene,Roll,7/18/2018,1500
Polythene,Roll,6/26/2018,1250
"Masking Tape 2""",Nos,6/26/2018,35
"Grinding Disk 7""",Nos,6/26/2018,55
"Masking Tape 2""",Nos,5/16/2017,38
Polythene,Roll,5/16/2017,1320
Paint Brush,Nos,3/15/2018,60
Polythene,Roll,9/27/2017,1300
"Door Clamp 4""",Kg,9/27/2017,70
Paint Brush,Nos,7/5/2018,140
"Masking Tape 2""",Nos,7/5/2018,38
"Door Clamp 4""",Kg,7/5/2018,88
"GI Nail 1.25""",Kg,4/21/2018,90
"Dimond Disk 4""",Nos,3/9/2017,160
Polythene,Roll,9/26/2018,1350
"Masking Tape 2""",Nos,10/5/2017,38
"Dimond Disk 4""",Nos,10/5/2017,180
Epoxy Nozzle,Nos,1/13/2018,50
Polythene,Roll,7/28/2018,1250
"Masking Tape 2""",Nos,8/6/2017,38
Polythene,Roll,8/6/2017,1320
Polythene,Roll,3/29/2018,1320
Lock (Sliding Door),Nos,7/27/2017,800
Desalt,Ltr,3/27/2017,370
Desalt,Ltr,3/27/2017,370
Ebonite Cover Round,Nos,3/27/2017,18
"Cutting Disc 4""",Nos,11/25/2017,16
Desalt,Ltr,4/26/2017,370
"Cutting Disc 4""",Nos,5/31/2017,16
Thread Rod 10mm,Nos,6/4/2017,150
Tower Bolt,Nos,10/8/2017,700
"Cutting Disc 4""",Nos,10/12/2017,16
"Cutting Disc 4""",Nos,8/16/2017,16
"Cutting Disc 4""",Nos,1/17/2018,15
"Cutting Disc 4""",Nos,3/6/2017,15
Epoxy Jensolin Enamel,Gallon,10/17/2017,2470
"Cutting Disc 4""",Nos,10/19/2017,16
"Cutting Disc 4""",Nos,7/16/2017,15
Sutli,Kg,8/2/2017,70
Steel Bucket,Nos,8/2/2017,180
"Cup Brush 7""",Nos,8/2/2017,350
Washer for nut bolt,Kg,8/2/2017,85
"Cutting Disc 4""",Nos,8/2/2017,16
Washer for nut bolt,Kg,11/6/2017,88
"Cup Brush 7""",Nos,11/13/2017,480
Washer for nut bolt,Kg,11/13/2017,85
Thread Rod 10mm,Nos,11/13/2017,128
"Cutting Disc 4""",Nos,11/13/2017,15
Sutli,Kg,11/13/2017,65
Thread Rod 10mm,Nos,8/2/2017,150
Thread Rod 10mm,Nos,3/29/2018,150
Washer for nut bolt,Kg,3/29/2018,80
"Cutting Disc 4""",Nos,3/29/2018,16
Thread Rod 10mm,Nos,3/29/2018,150
Washer for nut bolt,Kg,4/1/2017,90
Thread Rod 10mm,Nos,4/1/2017,125
Thread Rod 10mm,Nos,4/11/2017,105
Washer for nut bolt,Kg,4/11/2017,88
"Cutting Disc 4""",Nos,4/11/2017,16
Sutli,Kg,4/11/2017,65
Thread Rod 10mm,Nos,7/18/2018,150
Sutli,Kg,7/18/2018,70
"Cutting Disc 4""",Nos,7/18/2018,16
Washer for nut bolt,Kg,6/26/2018,85
Sutli,Kg,6/26/2018,70
"Cutting Disc 4""",Nos,6/26/2018,15
Washer for nut bolt,Kg,6/26/2018,135
Thread Rod 10mm,Nos,6/26/2018,128
"Cutting Disc 4""",Nos,5/16/2017,16
Washer for nut bolt,Kg,5/16/2017,90
Mymensing Sand,Cft,5/20/2018,25
Mymensing Sand,Cft,4/19/2017,25
Mymensing Sand,Cft,4/19/2017,27
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,2/24/2018,25
Mymensing Sand,Cft,8/20/2018,25
Mymensing Sand,Cft,8/20/2018,25
Mymensing Sand,Cft,9/11/2018,25
Mymensing Sand,Cft,7/8/2018,25
Sylhet Sand,Cft,3/30/2017,45
Sylhet Sand,Cft,4/3/2017,45
"Supply of Thread rod with nut,washer & Anchor bolt",Job,4/19/2017,7628
Sylhet Sand,Cft,4/22/2017,45
Sylhet Sand,Cft,5/13/2017,45
Sylhet Sand,Cft,8/13/2017,45
Sylhet Sand,Cft,8/16/2017,45
Safety Macha Removing (MS Pipe),Sft,1/16/2018,3.5
Sylhet Sand,Cft,1/17/2018,45
Sylhet Sand,Cft,3/11/2017,45
Sylhet Sand,Cft,8/2/2017,45
Sylhet Sand,Cft,8/2/2017,45
Sylhet Sand,Cft,8/2/2017,45
Sylhet Sand,Cft,8/2/2017,45
Sylhet Sand,Cft,8/2/2017,45
Sylhet Sand,Cft,11/6/2017,45
Sylhet Sand,Cft,11/6/2017,45
Sylhet Sand,Cft,10/19/2017,45
Sylhet Sand,Cft,10/19/2017,45
Sylhet Sand,Cft,10/19/2017,45
Sylhet Sand,Cft,4/11/2017,45
Sylhet Sand,Cft,5/16/2017,45
Sylhet Sand,Cft,5/16/2017,45
Sylhet Sand,Cft,4/19/2017,45
Sylhet Sand,Cft,4/19/2017,45
Sylhet Sand,Cft,2/24/2018,45
Sylhet Sand,Cft,2/24/2018,45
Sylhet Sand,Cft,2/24/2018,45
Sylhet Sand,Cft,3/8/2018,45
Sylhet Sand,Cft,3/8/2018,45
Bib Cock,Nos,2/19/2018,4200
"Screw Star 1.25""",Gros,2/19/2018,173
Bib Cock,Nos,1/17/2018,995
Bib Cock,Nos,1/17/2018,995
"CPVC 3/4"" Coupling",Nos,1/20/2018,43
"UPVC Pipe 1.5""",Rft,2/27/2017,19.5
Cable for Speaker,Coil,12/27/2017,1500
Cable for Speaker,Coil,12/27/2017,1500
Socket 10A 2pin,Nos,11/6/2017,460
"UPVC Pipe 1.5""",Rft,11/8/2017,19.5
"3/4"" CPVC Pipe",Rft,10/25/2017,75
"CPVC Elbow 3/4""",Nos,10/25/2017,63
"3/4"" CPVC Pipe",Rft,4/21/2018,75
"CPVC Elbow 3/4""",Nos,4/21/2018,65
Cpvc Ball valve 3/4'',Nos,4/21/2018,998
"CPVC Elbow Plain 1"" x 3/4""",Nos,4/21/2018,115
"Screw Star 1.25""",Gros,4/23/2018,75
Spout with diverter,Nos,3/11/2018,10980
"UPVC Pipe 1.5""",Rft,3/12/2018,19.5
"GI Tee 2""",Nos,4/8/2018,200
Led spot Light 1W,Nos,10/26/2017,380
CPVC glue,Nos,4/11/2017,1015
Socket 10A 2pin,Nos,4/13/2017,45
Trix-Liquid (Bottle),Nos,7/18/2018,90
"Screw Star 1.25""",Gros,7/21/2018,173
Track Light Channel,Nos,5/15/2018,450
"CPVC Elbow 3/4""",Nos,5/17/2018,65
"3/4"" CPVC Pipe",Rft,5/17/2018,75
"PVC Pipe 1.25""",Rft,3/4/2017,13
"UPVC Pipe 1.5""",Rft,3/12/2017,19.5
"CPVC Elbow Plain 1"" x 3/4""",Nos,3/13/2017,101.25
"CPVC Elbow 3/4""",Nos,3/13/2017,30.75
"3/4"" CPVC Pipe",Rft,3/13/2017,42.75
"PVC Pipe 1.25""",Rft,8/3/2017,13
Socket 10A 2pin,Nos,11/30/2017,27
"UPVC Offset Bend 2""",Nos,1/23/2018,136
"UPVC Socket 2""",Nos,1/23/2018,74
"UPVC Offset Bend 4""",Nos,1/23/2018,175
"UPVC Bend 2""",Nos,1/23/2018,25
"PVC Pipe 1""",Rft,1/28/2018,9
"Stone Chips 1/2""",Cft,7/20/2017,185
"Stone Chips 1/2""",Cft,7/20/2017,185
"Stone Chips 1/2""",Cft,7/20/2017,185
"Stone Chips 1/2""",Cft,8/2/2017,185
"Stone Chips 1/2""",Cft,8/2/2017,185
"Stone Chips 1/2""",Cft,8/2/2017,185
"Stone Chips 1/2""",Cft,11/4/2017,185
"Stone Chips 1/2""",Cft,11/4/2017,185
"Stone Chips 1/2""",Cft,11/6/2017,185
"Stone Chips 1/2""",Cft,11/13/2017,185
"Stone Chips 1/2""",Cft,10/17/2017,185
"Stone Chips 1/2""",Cft,2/12/2018,185
"Stone Chips 1/2""",Cft,2/12/2018,185
Profiled Sheets,Sft,8/6/2017,40
"Stone Chips 1/2""",Cft,3/24/2018,185
"Stone Chips 1/2""",Cft,3/24/2018,185
"Stone Chips 1/2""",Cft,4/8/2018,185
"Stone Chips 1/2""",Cft,4/1/2017,170
"Stone Chips 1/2""",Cft,4/11/2017,170
"Stone Chips 1/2""",Cft,5/10/2017,170
"Stone Chips 1/2""",Cft,4/19/2017,170
"Stone Chips 1/2""",Cft,2/27/2018,185
"Stone Chips 1/2""",Cft,3/8/2018,185
"Stone Chips 1/2""",Cft,3/8/2018,185
"Stone Chips 1/2""",Cft,4/29/2017,170
"Stone Chips 1/2""",Cft,4/29/2017,170
"Stone Chips 1/2""",Cft,1/21/2018,185
"Stone Chips 1/2""",Cft,7/27/2017,185
"Stone Chips 1/2""",Cft,7/27/2017,185
"Stone Chips 1/2""",Cft,7/27/2017,185
"Stone Chips 1/2""",Cft,6/11/2017,185
"Stone Chips 1/2""",Cft,4/19/2017,170
"Stone Chips 1/2""",Cft,5/10/2017,170
"Stone Chips 1/2""",Cft,10/4/2017,185
"Stone Chips 1/2""",Cft,3/11/2017,170
"Stone Chips 1/2""",Cft,10/17/2017,185
"Stone Chips 1/2""",Cft,2/7/2018,185
"Stone Chips 1/2""",Cft,9/26/2017,185
"Stone Chips 1/2""",Cft,8/6/2017,185
"Stone Chips 1/2""",Cft,7/16/2017,170
"Stone Chips 1/2""",Cft,7/31/2017,185
"Stone Chips 1/2""",Cft,7/31/2017,185
"PVC Pipe 1""",Rft,12/12/2017,9
"CPVC Bush 1.5"" x 2""",Nos,1/6/2018,215
CPVC Bushing 1.5''x1.25'',Nos,1/6/2018,78
"Cpvc Cap 1""",Nos,1/6/2018,45
Sink (Kitchen),Nos,3/5/2017,12500
Cable Lux 25 RM,Nos,6/20/2017,17
"UPVC Bend 2""",Nos,6/20/2017,25
"UPVC Offset Bend 2""",Nos,6/20/2017,136
Fire Exting. Refill,Pes,7/6/2017,540
"CPVC male adaptor 1.25""",Nos,3/12/2017,1010
"CPVC 1.25"" Union",Nos,3/12/2017,440
"GI Ball Valve 2.5""",Nos,3/13/2017,3040
Switch 3 Gang,Nos,8/9/2017,410
Pedestal Basin,Set,8/14/2017,8000
"Flexible Pipe 4"" (EG)",Rft,5/4/2017,95
"PVC Pipe 1""",Rft,5/4/2017,9
Cable 2.5 rm BYA,Coil,1/17/2018,2325.44
"UPVC Bend 2""",Nos,1/17/2018,25
"UPVC Socket 2""",Nos,1/17/2018,74
Brighton Tube Set 3',Nos,8/2/2017,350
Pedestal Basin,Set,8/2/2017,8000
"UPVC Offset Bend 2""",Nos,2/26/2017,136
"UPVC Offset Bend 4""",Nos,2/26/2017,175
"UPVC Socket 2""",Nos,2/26/2017,74
Cable 3x1.0 RM NYY (Meter),Meter,3/28/2017,73.6
"UPVC Offset Bend 2""",Nos,3/29/2017,136
"PVC Pipe 1""",Rft,4/1/2017,9
"UPVC Socket 2""",Nos,4/6/2017,74
"CPVC male adaptor 1.25""",Nos,4/11/2017,1010
"CPVC 1.25"" Union",Nos,4/11/2017,440
"Flexible Pipe 3/4"" EG)",Rft,4/20/2017,5
"PVC Pipe 1""",Rft,2/27/2018,9
Cable 2.5 RE BYA,Coil,2/27/2018,2266.95
Cable 2.5 rm BYA,Coil,2/27/2018,2298.4
"Flexible Pipe 4"" (EG)",Rft,1/9/2018,57
Brighton Tube Set 3',Nos,1/9/2018,400
"CPVC Pipe 2.5""",Rft,11/25/2017,954
"Flexible Pipe 3/4"" EG)",Rft,11/25/2017,4
Thread Rod 10mm,Nos,5/16/2017,110
Lock (Pad),Nos,3/15/2018,480
Washer for nut bolt,Kg,1/23/2018,85
Sutli,Kg,9/27/2017,65
Thread Rod 10mm,Nos,9/27/2017,130
Lock (Pad),Nos,9/27/2017,120
"Cutting Disc 4""",Nos,3/5/2017,16
"Cutting Disc 4""",Nos,3/5/2017,16
Aica (Favicol),Kg,7/27/2017,205
"GI Nail 1.5""",Kg,7/27/2017,65
"GI Nail 1.5""",Kg,11/25/2017,65
"GI Nail 1.5""",Kg,5/20/2017,75
"GI Nail 1.5""",Kg,5/20/2017,65
"GI Nail 1.5""",Kg,5/31/2017,65
Aica (Favicol),Kg,5/31/2017,200
Alammti,Kg,8/16/2017,230
PU Primer Rich-Jen C/A Epilux 4 Zn,Gallon,3/2/2017,6964.4
Aica (Favicol),Kg,3/6/2017,200
"Door Clamp 2""",Kg,3/6/2017,60
Aica (Favicol),Kg,3/6/2017,190
"GI Nail 1.5""",Kg,3/6/2017,65
"GI Nail 1.5""",Kg,10/19/2017,65
Panic Bar,Nos,9/20/2017,4500
Aica (Favicol),Kg,9/27/2017,200
"GI Nail 1.5""",Kg,9/27/2017,65
Aica (Favicol),Kg,8/6/2017,200
"GI Nail 1.5""",Kg,3/24/2018,70
Aica (Favicol),Kg,2/19/2018,200
"GI Nail 1.5""",Kg,2/19/2018,70
Tall Brush,Nos,8/2/2017,30
Aica (Favicol),Kg,8/2/2017,205
Aica (Favicol),Kg,11/13/2017,195
"Cork sheet 2""",Nos,11/13/2017,380
Aica (Favicol),Kg,11/14/2017,195
Aica (Favicol),Kg,3/29/2018,200
Aica (Favicol),Kg,7/18/2018,220
Alammti,Kg,6/26/2018,280
Aica (Favicol),Kg,5/16/2017,205
Aica (Favicol),Kg,12/31/2017,200
"Door Clamp 2""",Kg,9/27/2017,65
"Cork sheet 2""",Nos,9/27/2017,410
Aica (Favicol),Kg,7/5/2018,490
Aica (Favicol),Kg,7/5/2018,490
"GI Nail 1.5""",Kg,4/21/2018,90
Cement Gray,Bag,7/16/2017,375
Cement Gray,Bag,7/20/2017,375
Cement Gray,Bag,7/27/2017,380
Cement Gray,Bag,11/4/2017,380
Cement Gray,Bag,11/6/2017,380
"Roof hoist Wire 0.5""",Rft,11/13/2017,48
Cement Gray,Bag,11/14/2017,380
Cement Gray,Bag,10/19/2017,380
Cement Gray,Bag,2/19/2018,380
Cement Gray,Bag,8/2/2017,380
Cement Gray,Bag,3/29/2018,460
Cement Gray,Bag,3/29/2018,380
Cement Gray,Bag,3/29/2018,380
Cement Gray,Bag,4/3/2018,460
"Roof hoist Wire 0.5""",Rft,3/27/2017,47
Cement Gray,Bag,4/11/2017,375
Cement Gray,Bag,5/16/2017,375
Cement Gray,Bag,5/17/2018,410
Cement Gray,Bag,4/24/2017,380
Cement Gray,Bag,4/24/2017,375
Cement Gray,Bag,2/26/2018,380
Cement Gray,Bag,3/8/2018,380
Cement Gray,Bag,3/8/2018,380
Cement Gray,Bag,5/4/2017,375
Cement Gray,Bag,1/17/2018,380
Cement Gray,Bag,2/23/2017,375
Cement Gray,Bag,12/18/2017,380
Cement Gray,Bag,7/27/2017,380
Cement Gray,Bag,7/5/2017,380
Cement Gray,Bag,7/12/2017,380
Cement Gray,Bag,4/11/2017,380
Cement Gray,Bag,4/18/2017,380
Cement Gray,Bag,4/18/2017,380
Cement Gray,Bag,4/24/2017,380
Cement Gray,Bag,4/26/2017,380
Cement Gray,Bag,5/10/2017,380
Cement Gray,Bag,5/13/2017,380
Cement Gray,Bag,5/24/2017,380
UPS 650VA,Nos,5/31/2017,2600
Cement Gray,Bag,10/12/2017,380
Cement Gray,Bag,1/17/2018,380
Cement Gray,Bag,3/11/2017,380
Cement Gray,Bag,10/17/2017,380
Cement Gray,Bag,2/3/2018,380
Cement Gray,Bag,9/20/2017,380
Cement Gray,Bag,9/20/2017,380
Bricks (General) M/M,Nos,7/27/2017,10.5
Bricks (General) M/M,Nos,3/27/2017,10.5
Bricks (General) M/M,Nos,6/11/2017,10.5
Formica Board (8' x 4'),Pes,6/13/2017,800
Bricks (General) M/M,Nos,7/12/2017,10.5
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,7/12/2017,1483
Bricks (General) M/M,Nos,4/11/2017,10.5
Bricks (General) M/M,Nos,4/11/2017,10.5
Bricks (General) M/M,Nos,4/24/2017,10.2
Bricks (General) M/M,Nos,2/24/2018,11.1
Bricks (General) M/M,Nos,5/22/2017,10.6
Bricks (General) M/M,Nos,5/28/2017,10.6
Bricks (General) M/M,Nos,5/28/2017,10.6
Bricks (General) M/M,Nos,6/4/2017,10.6
Bricks (General) M/M,Nos,8/9/2017,10.75
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,3/5/2017,1482.88
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,3/5/2017,1483
Bricks (General) M/M,Nos,3/6/2017,10.5
Bricks (General) M/M,Nos,3/14/2017,10.5
Bricks (General) M/M,Nos,10/17/2017,10.75
Bricks (General) M/M,Nos,10/17/2017,10.75
Bricks (General) M/M,Nos,8/2/2017,10.5
Bricks (General) M/M,Nos,3/24/2018,11.1
Bricks (General) M/M,Nos,1/20/2018,11.6
Bricks (General) M/M,Nos,1/21/2018,11.6
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,12/21/2017,1483
Bricks (General) M/M,Nos,3/6/2018,11.1
Bricks (General) M/M,Nos,8/2/2017,10.5
Bricks (General) M/M,Nos,8/2/2017,10.5
Bricks (General) M/M,Nos,11/18/2017,11.6
Bricks (General) M/M,Nos,10/19/2017,10.75
Bricks (General) M/M,Nos,8/7/2017,10.75
Bricks (General) M/M,Nos,3/24/2018,11.1
Bricks (General) M/M,Nos,4/3/2018,11.6
Bricks (General) M/M,Nos,4/8/2018,11.1
Bricks (General) M/M,Nos,4/11/2017,10.2
Bricks (General) M/M,Nos,5/10/2017,10.6
"Gorjon Ply Board 1/4"" (4'-0"" x 8'-0"")",Nos,5/17/2018,1483
Bricks (General) M/M,Nos,3/11/2018,13.5
Bricks (General) M/M,Nos,1/17/2018,11.1
Bricks (General) M/M,Nos,1/17/2018,11.1
Bricks (General) M/M,Nos,3/2/2017,10.35
Bricks (General) M/M,Nos,3/2/2017,10.35
Sylhet Sand,Cft,3/8/2018,45
Sylhet Sand,Cft,4/29/2017,45
Sylhet Sand,Cft,4/29/2017,45
Sylhet Sand,Cft,5/4/2017,45
Sylhet Sand,Cft,1/17/2018,45
Sylhet Sand,Cft,1/17/2018,45
Sylhet Sand,Cft,1/6/2018,45
Sylhet Sand,Cft,1/6/2018,45
Sylhet Sand,Cft,1/6/2018,45
Sylhet Sand,Cft,9/6/2018,52
Sylhet Sand,Cft,9/6/2018,52
Sylhet Sand,Cft,9/6/2018,52
Sylhet Sand,Cft,7/7/2018,52
Sylhet Sand,Cft,7/7/2018,52
Sylhet Sand,Cft,3/18/2017,45
Sylhet Sand,Cft,10/17/2017,45
Sylhet Sand,Cft,10/17/2017,45
Sylhet Sand,Cft,10/19/2017,45
Sylhet Sand,Cft,2/11/2018,45
Sylhet Sand,Cft,1/21/2018,45
Sylhet Sand,Cft,12/14/2017,45
Sylhet Sand,Cft,12/27/2017,45
Sylhet Sand,Cft,3/14/2018,45
Sylhet Sand,Cft,3/14/2018,45
Sylhet Sand,Cft,3/29/2018,45
Sylhet Sand,Cft,10/26/2017,45
Sylhet Sand,Cft,6/12/2018,52
Sylhet Sand,Cft,6/11/2017,45
Metal Works (Job),Job,3/14/2017,110035
Metal Works (Job),Job,3/14/2017,110035
Supply & Installation of Cable Tray MS cover,Job,8/12/2017,50554
Metal Works (Job),Job,8/13/2017,16640
Supply and fitting fixing of MS pipe with accessories all complete (Job),Job,5/3/2017,4429
Supply and fitting fixing of MS pipe with accessories all complete (Job),Job,5/3/2017,4429
Metal Works (Job),Job,4/4/2017,2000
Metal Works (Job),Job,4/4/2017,2000
Metal Works (Job),Job,4/24/2017,38805
Metal Works (Job),Job,4/24/2017,38805
Metal Works (Job),Job,4/24/2017,72952
Metal Works (Job),Job,4/24/2017,72952
Metal Works (Job),Job,3/15/2018,14705.39
Column Guard making by Angel,Nos,3/29/2017,591.2
Wall Tiles,Sft,11/7/2017,57
Wall Tiles,Sft,11/14/2017,57
Floor Tiles,Sft,11/20/2017,200
Wall Tiles,Sft,4/18/2018,60
Floor Tiles,Sft,4/18/2018,58
Wall Tiles,Sft,10/26/2017,200
Wall Tiles,Sft,10/26/2017,200
Wall Tiles,Sft,11/1/2017,57
Floor Tiles,Sft,6/11/2018,220
Floor Tiles,Sft,6/11/2018,220
Floor Tiles,Sft,6/11/2018,180
Floor Tiles,Sft,7/24/2018,170
Floor Tiles,Sft,5/17/2018,220
Floor Tiles,Sft,5/17/2018,220
Wall Tiles,Sft,5/20/2018,180
Wall Tiles,Sft,5/20/2018,180
Wall Tiles,Sft,5/21/2018,165
Floor Tiles,Sft,5/21/2018,180
Floor Tiles,Sft,5/21/2018,180
Floor Tiles,Sft,9/11/2018,280
Floor Tiles,Sft,9/11/2018,280
Floor Tiles,Sft,9/11/2018,260
Floor Tiles,Sft,9/11/2018,260
Wall Tiles,Sft,9/11/2018,900
Wall Tiles,Sft,9/11/2018,900
Wall Tiles,Sft,9/11/2018,900
Wall Tiles,Sft,9/11/2018,900
Wall Tiles,Sft,9/11/2018,900
Wall Tiles,Sft,9/11/2018,900
Floor Tiles,Sft,10/3/2018,170
Floor Tiles,Sft,10/3/2018,170
Floor Tiles,Sft,4/23/2018,205
Floor Tiles,Sft,4/23/2018,205
Floor Tiles,Sft,4/23/2018,180
Wall Tiles,Sft,4/26/2018,200
Wall Tiles,Sft,4/26/2018,200
Wall Tiles,Sft,5/13/2018,170
Floor Tiles,Sft,5/13/2018,205
Floor Tiles,Sft,5/13/2018,200
Wall Tiles,Sft,7/29/2018,165
Wall Tiles,Sft,7/29/2018,145
Wall Tiles,Sft,10/23/2018,300
"Flexible Pipe 4"" (EG)",Rft,11/27/2017,65
"CPVC Pipe 2.5""",Rft,12/11/2017,954
"Cpvc Tee 4""",Nos,12/11/2017,5460
Tube Light Set 2',Nos,9/20/2017,350
"Flexible Pipe 3/4"" EG)",Rft,11/30/2017,5
Cable 2.5 RE BYA,Coil,11/30/2017,2667
"CPVC Bush 1.5"" x 2""",Nos,11/30/2017,215
"UPVC Offset Bend 2""",Nos,11/30/2017,136
"UPVC Offset Bend 4""",Nos,11/30/2017,175
Switch 3 Gang,Nos,12/3/2017,410
Light Dimmer,Nos,12/3/2017,825
Fan Repair,Job,7/16/2017,4000
Solvent Cement,Nos,11/6/2017,750
Construction Lift Servicing,Job,11/16/2017,4000
Construction Lift Servicing,Job,2/6/2018,4000
"Cable Tie 4""",Pkt,2/12/2018,60
Fan Repair,Job,8/5/2017,957
Fan Repair,Job,8/7/2017,930
Fan Repair,Job,8/7/2017,1800
CPVC Socket 1.25'',Nos,6/26/2018,123
"CPVC 1"" Elbow",Nos,6/26/2018,106
"GI Ball Valve 1/2""",Nos,7/2/2018,210
"GI Ball Valve 3/4""",Nos,7/2/2018,350
Construction Lift Servicing,Job,7/2/2018,4000
Shower Moving,Nos,5/17/2018,12350
Construction Lift Servicing,Job,2/27/2018,4000
Solvent Cement,Nos,1/23/2018,750
Solvent Cement,Nos,1/23/2018,750
Construction Lift Servicing,Job,12/19/2017,4000
"Screw 2.5""",Gros,7/27/2017,240
HT cable 70 rm( 3 core),Meter,7/27/2017,3712.7
Grating,Nos,3/27/2017,105
Grating,Nos,3/27/2017,280
Switch 20A DP,Nos,4/1/2017,635
"Saddle Clamp 3/4""",Nos,4/11/2017,10
CPVC Socket 1.25'',Nos,4/11/2017,110
"CPVC Tee 1"" x 3/4""",Nos,4/11/2017,88
"CPVC Tee 1"" x 3/4""",Nos,4/11/2017,88
"CPVC Tee 2"" x 1""",Nos,11/26/2017,404
"CPVC Tee Plain 1.25"" x 1.5""",Nos,11/26/2017,245
"Stone Chips 1/2""",Cft,3/25/2018,185
"Stone Chips 1/2""",Cft,6/20/2017,170
"Stone Chips 1/2""",Cft,10/28/2017,185
"Stone Chips 1/2""",Cft,10/28/2017,185
"Stone Chips 1/2""",Cft,3/28/2017,170
"Stone Chips 1/2""",Cft,3/28/2017,170
"Stone Chips 1/2""",Cft,5/15/2017,170
"Stone Chips 1/2""",Cft,9/18/2017,185
Profiled Sheets,Sft,9/26/2017,44
"Stone Chips 1/2""",Cft,9/22/2018,185
"Stone Chips 1/2""",Cft,5/7/2018,185
"Stone Chips 1/2""",Cft,7/29/2018,185
"Stone Chips 1/2""",Cft,1/11/2018,185
"Stone Chips 1/2""",Cft,10/27/2018,185
"Stone Chips 1/2""",Cft,10/27/2018,185
"Stone Chips 1/2""",Cft,2/19/2018,185
"Stone Chips 1/2""",Cft,2/19/2018,185
"Stone Chips 1/2""",Cft,1/24/2018,185
"Stone Chips 1/2""",Cft,12/14/2017,185
"Stone Chips 1/2""",Cft,12/27/2017,185
"Stone Chips 1/2""",Cft,11/6/2017,185
"Stone Chips 1/2""",Cft,11/21/2017,185
"Stone Chips 1/2""",Cft,10/25/2017,185
"Stone Chips 1/2""",Cft,10/25/2017,185
"Stone Chips 1/2""",Cft,3/6/2018,185
"Stone Chips 1/2""",Cft,4/8/2018,185
